City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
0,Mataura,NZ,-46.1927,168.8643,55.99,61,80,7.0,broken clouds
1,Mayuge,UG,0.4597,33.4803,64.85,88,6,5.39,clear sky
2,Mahebourg,MU,-20.4081,57.7,77.0,88,40,4.61,scattered clouds
3,Port Alfred,ZA,-33.5906,26.891,61.43,63,2,19.51,clear sky
4,Kodiak,US,57.79,-152.4072,48.2,61,20,6.91,few clouds
5,Leningradskiy,RU,69.3833,178.4167,34.2,83,95,4.05,overcast clouds
6,Zhanakorgan,KZ,43.9098,67.2495,62.42,35,26,4.56,scattered clouds
7,Punta Arenas,CL,-53.15,-70.9167,48.2,71,0,19.57,clear sky
8,Umm Kaddadah,SD,13.6017,26.6876,72.55,9,17,14.5,few clouds
9,Bredasdorp,ZA,-34.5322,20.0403,46.4,93,3,3.22,clear sky
10,East London,ZA,-33.0153,27.9116,59.11,66,2,11.52,clear sky
11,Tshela,CD,-4.9833,12.9333,72.3,98,100,3.87,light rain
12,Jamestown,US,42.097,-79.2353,37.99,93,90,12.66,mist
13,Seymour,US,38.9592,-85.8903,53.01,61,99,3.44,overcast clouds
14,Hilo,US,19.7297,-155.09,77.0,61,90,5.75,overcast clouds
15,Codrington,AU,-38.2667,141.9667,62.01,57,100,9.89,overcast clouds
16,Faanui,PF,-16.4833,-151.75,82.31,71,46,5.5,scattered clouds
17,Rikitea,PF,-23.1203,-134.9692,77.65,69,100,8.9,overcast clouds
18,Plettenberg Bay,ZA,-34.0527,23.3716,59.22,47,1,6.49,clear sky
19,Yellowknife,CA,62.456,-114.3525,42.8,56,40,8.05,scattered clouds
20,Cabo San Lucas,MX,22.8909,-109.9124,72.0,60,40,3.44,scattered clouds
21,Baft,IR,29.234,56.6057,53.15,36,0,3.22,clear sky
22,Vienna,AT,48.2085,16.3721,43.0,75,40,8.05,scattered clouds
23,Dobryanka,RU,58.4619,56.4165,23.0,80,0,4.47,clear sky
24,Souillac,MU,-20.5167,57.5167,77.0,88,40,4.61,scattered clouds
25,Phalaborwa,ZA,-23.943,31.1411,59.0,72,8,8.05,clear sky
26,Kralendijk,BQ,12.15,-68.2667,80.6,83,75,16.11,broken clouds
27,Barrow,US,71.2906,-156.7887,26.6,74,90,11.5,overcast clouds
28,Raudeberg,NO,61.9875,5.1352,42.01,55,0,5.75,clear sky
29,Hermanus,ZA,-34.4187,19.2345,57.99,79,0,3.0,clear sky
30,Buraydah,SA,26.326,43.975,71.6,60,40,14.97,scattered clouds
31,Ushuaia,AR,-54.8,-68.3,42.8,75,90,4.61,overcast clouds
32,Rio Branco,BR,-9.9747,-67.81,78.8,94,20,5.75,few clouds
33,Hami,CN,42.8,93.45,61.63,10,0,11.27,clear sky
34,Fortuna,US,40.5982,-124.1573,53.01,93,1,10.36,clear sky
35,Poronaysk,RU,49.2167,143.1167,34.83,94,100,9.95,moderate rain
36,Khatanga,RU,71.9667,102.5,10.92,91,100,9.82,light snow
37,Alibag,IN,18.6411,72.8792,82.4,78,0,8.21,haze
38,Atuona,PF,-9.8,-139.0333,80.8,75,100,17.16,overcast clouds
39,Necochea,AR,-38.5473,-58.7368,55.99,98,1,4.0,clear sky
40,Talnakh,RU,69.4865,88.3972,-9.51,95,100,3.65,overcast clouds
41,Arraial Do Cabo,BR,-22.9661,-42.0278,75.27,75,10,18.48,clear sky
42,Amuntai,ID,-2.4177,115.2494,86.4,63,97,1.86,overcast clouds
43,Basoko,CD,1.2391,23.616,72.14,92,100,4.38,light rain
44,Lebu,CL,-37.6167,-73.65,53.17,87,72,9.62,broken clouds
45,Hobart,AU,-42.8794,147.3294,63.0,51,75,17.27,broken clouds
46,Antofagasta,CL,-23.65,-70.4,60.8,82,0,5.75,clear sky
47,Puro,PH,12.4841,123.3827,83.08,71,94,8.52,overcast clouds
48,Norman Wells,CA,65.282,-126.8329,46.4,53,75,8.05,broken clouds
49,Dikson,RU,73.5069,80.5464,-4.86,97,100,5.23,overcast clouds
50,Qaanaaq,GL,77.484,-69.3632,-1.43,89,100,7.34,overcast clouds
51,Srednekolymsk,RU,67.45,153.6833,24.35,71,7,10.98,clear sky
52,Cidreira,BR,-30.1811,-50.2056,70.32,79,100,5.28,overcast clouds
53,Cherskiy,RU,68.75,161.3,21.65,81,96,12.44,overcast clouds
54,Bethel,US,41.3712,-73.414,42.01,82,94,9.22,overcast clouds
55,Ponta Do Sol,PT,32.6667,-17.1,57.99,70,8,4.0,clear sky
56,Mount Pleasant,US,32.7941,-79.8626,60.01,88,1,0.63,clear sky
57,Tabou,CI,4.423,-7.3528,79.03,83,57,5.84,light rain
58,Ilulissat,GL,69.2167,-51.1,5.0,78,90,11.5,overcast clouds
59,Mirpur Khas,PK,25.5251,69.0159,81.23,55,2,4.79,clear sky
60,Georgetown,MY,5.4112,100.3354,81.0,89,20,2.3,few clouds
61,Carnarvon,AU,-24.8667,113.6333,81.1,38,0,9.22,clear sky
62,Cape Town,ZA,-33.9258,18.4232,66.99,87,0,2.3,clear sky
63,Kaitangata,NZ,-46.2817,169.8464,59.0,42,71,5.01,broken clouds
64,Katsuura,JP,35.1333,140.3,64.99,61,100,1.01,moderate rain
65,Victoria,HK,22.2855,114.1577,75.0,90,100,1.01,overcast clouds
66,Westport,US,41.1415,-73.3579,45.0,2,100,11.95,overcast clouds
67,Bonfim,BR,3.0833,-59.95,77.9,78,98,2.33,overcast clouds
68,Mar Del Plata,AR,-38.0023,-57.5575,64.0,100,19,3.44,fog
69,Campo Grande,BR,-20.4428,-54.6464,66.2,94,40,5.75,scattered clouds
70,Ribeira Grande,PT,38.5167,-28.7,62.92,97,86,17.36,overcast clouds
71,Lompoc,US,34.6391,-120.4579,53.6,76,0,11.5,clear sky
72,Rawson,AR,-43.3002,-65.1023,61.7,48,1,3.33,clear sky
73,Batangafo,CF,7.3008,18.2833,82.04,34,99,3.6,overcast clouds
74,Mwinilunga,ZM,-11.7358,24.4293,55.78,78,59,4.61,broken clouds
75,Butka,RU,56.7179,63.7866,34.5,68,2,3.74,clear sky
76,Nisia Floresta,BR,-6.0911,-35.2086,78.8,89,40,4.61,scattered clouds
77,Puerto Ayora,EC,-0.7393,-90.3518,75.99,97,94,3.0,overcast clouds
78,Chuy,UY,-33.6971,-53.4616,65.12,92,0,5.03,clear sky
79,Xuddur,SO,4.1213,43.8894,73.63,85,11,12.5,few clouds
80,Mosquera,CO,4.7059,-74.2302,59.0,72,40,4.61,scattered clouds
81,Nouadhibou,MR,20.931,-17.0347,66.2,77,0,25.32,clear sky
82,Busselton,AU,-33.65,115.3333,69.01,61,16,4.0,few clouds
83,Puerto Suarez,BO,-18.95,-57.8,74.03,79,11,2.44,few clouds
84,New Norfolk,AU,-42.7826,147.0587,63.0,76,100,4.0,light rain
85,Lamu,KE,-2.2717,40.902,80.6,89,1,3.44,clear sky
86,Oneonta,US,42.4529,-75.0638,37.99,86,100,1.99,overcast clouds
87,Saint-Philippe,RE,-21.3585,55.7679,77.0,83,0,4.61,clear sky
88,Severo-Kurilsk,RU,50.6789,156.125,35.78,61,71,9.98,broken clouds
89,Ostrovnoy,RU,68.0531,39.5131,36.66,93,100,23.71,overcast clouds
90,Tasiilaq,GL,65.6145,-37.6368,26.6,100,75,33.38,light snow
91,Los Llanos De Aridane,ES,28.6585,-17.9182,68.0,77,20,14.97,few clouds
92,Clyde River,CA,70.4692,-68.5914,10.4,85,82,20.71,broken clouds
93,Devonport,AU,-41.1667,146.35,61.0,73,70,3.0,broken clouds
94,Adrar,MR,20.5022,-10.0711,69.98,25,0,11.32,clear sky
95,Maha Sarakham,TH,16.3333,103.6667,82.99,94,75,8.05,moderate rain
96,Albany,US,42.6001,-73.9662,41.0,78,97,6.02,light rain
97,Bambous Virieux,MU,-20.3428,57.7575,80.01,88,40,2.3,scattered clouds
98,Sobolevo,RU,54.4299,31.8996,43.92,94,63,5.32,broken clouds
99,Zalari,RU,53.5584,102.5065,51.31,39,8,4.05,clear sky
100,Klaksvik,FO,62.2266,-6.589,46.4,100,75,11.5,mist
101,Manggar,ID,-2.8833,108.2667,85.1,66,97,8.81,overcast clouds
102,Cape Coast,GH,5.1053,-1.2466,79.09,83,98,5.68,moderate rain
103,Port Macquarie,AU,-31.4333,152.9167,59.0,100,75,9.22,light rain
104,Bluff,NZ,-46.6,168.3333,55.99,61,96,7.0,overcast clouds
105,Aksarka,RU,66.5606,67.7975,5.94,91,100,6.49,overcast clouds
106,Baixo Guandu,BR,-19.5189,-41.0158,65.53,94,36,2.42,scattered clouds
107,Stillwater,US,36.1156,-97.0584,46.99,87,90,14.97,overcast clouds
108,Yenagoa,NG,4.9247,6.2642,77.52,86,100,3.13,overcast clouds
109,Yantal,RU,56.8471,105.2542,32.32,88,100,9.17,light snow
110,Hamilton,US,39.1834,-84.5333,51.01,71,1,3.6,clear sky
111,Taltal,CL,-25.4,-70.4833,61.52,87,26,2.57,scattered clouds
112,Pevek,RU,69.7008,170.3133,21.29,83,100,1.25,overcast clouds
113,Broome,US,42.2506,-75.833,39.99,100,90,11.5,overcast clouds
114,Nushki,PK,29.5542,66.0215,68.54,25,0,4.27,clear sky
115,Havelock,US,34.8791,-76.9013,61.0,76,1,5.75,clear sky
116,Port Elizabeth,ZA,-33.918,25.5701,60.8,67,0,14.97,clear sky
117,North Bend,US,43.4065,-124.2243,68.0,82,1,5.75,clear sky
118,Nurota,UZ,40.5614,65.6886,53.6,58,88,9.22,overcast clouds
119,Yaguajay,CU,22.3272,-79.2378,75.7,70,0,3.38,light rain
120,Torbay,CA,47.6666,-52.7314,33.01,93,90,16.11,light snow
121,Kieta,PG,-6.2167,155.6333,81.52,81,100,7.58,light rain
122,Belmonte,BR,-15.8631,-38.8828,73.4,83,0,4.61,clear sky
123,Liku,ID,-0.7275,119.8922,87.1,59,48,1.57,scattered clouds
124,Wajir,KE,1.7471,40.0573,79.3,75,16,14.18,few clouds
125,Simao,CN,22.7886,100.9748,62.28,89,100,1.01,overcast clouds
126,Bindi,SL,9.9167,-11.45,74.08,83,72,4.09,broken clouds
127,Alugan,PH,12.2188,125.4808,83.93,73,89,16.58,overcast clouds
128,Staryy Nadym,RU,65.6118,72.6842,7.81,92,98,17.0,overcast clouds
129,Guerrero Negro,MX,27.9769,-114.0611,59.49,74,0,20.58,clear sky
130,Elko,US,41.0002,-115.5012,45.0,64,70,10.0,broken clouds
131,Hofn,IS,64.2539,-15.2082,42.89,79,21,23.13,few clouds
132,Helong,CN,42.5397,128.9972,50.32,20,100,4.9,overcast clouds
133,Sechura,PE,-5.5569,-80.8222,72.37,70,97,12.97,overcast clouds
134,Cap Malheureux,MU,-19.9842,57.6142,80.01,84,38,4.0,scattered clouds
135,Hue,VN,16.4667,107.6,84.2,74,40,4.61,scattered clouds
136,Port Hardy,CA,50.6996,-127.4199,64.4,42,1,8.05,clear sky
137,Lavrentiya,RU,65.5833,-171.0,33.57,88,100,10.04,overcast clouds
138,Mbuguni,TZ,-3.5667,36.95,71.6,83,75,4.54,broken clouds
139,Avarua,CK,-21.2078,-159.775,82.4,69,90,5.75,light rain
140,Kyra,RU,49.5776,111.9753,44.69,27,10,5.73,clear sky
141,Kapaa,US,22.0752,-159.319,72.0,78,90,3.44,moderate rain
142,Belyy Yar,RU,53.6039,91.3903,35.6,75,40,17.9,snow
143,Bagado,CO,5.4116,-76.4152,73.2,96,99,1.16,overcast clouds
144,Kruisfontein,ZA,-34.0033,24.7314,53.01,80,0,3.0,clear sky
145,Mokhotlong,LS,-29.2894,29.0675,40.21,66,79,1.59,broken clouds
146,Zyryanka,RU,65.75,150.85,22.08,76,8,17.56,clear sky
147,Sitka,US,57.0531,-135.33,48.2,76,75,1.36,broken clouds
148,Hasaki,JP,35.7333,140.8333,64.0,72,75,8.05,broken clouds
149,Vila Franca Do Campo,PT,37.7167,-25.4333,60.8,94,75,9.22,light intensity drizzle
150,Kyabe,TD,9.4515,18.9449,85.06,10,29,5.93,scattered clouds
151,Menongue,AO,-14.6585,17.691,59.04,74,8,3.47,clear sky
152,Zanjan,IR,36.6736,48.4787,49.39,48,75,3.0,broken clouds
153,Lasa,IT,46.6166,10.7002,33.01,69,0,4.61,clear sky
154,Touros,BR,-5.1989,-35.4608,77.0,94,40,3.44,scattered clouds
155,Hashtrud,IR,37.4779,47.0508,47.52,43,62,2.21,broken clouds
156,Jiangyou,CN,31.7667,104.7167,62.85,76,100,3.18,overcast clouds
157,Tiznit,MA,29.5833,-9.5,58.69,75,0,1.61,clear sky
158,Atambua,ID,-9.1061,124.8925,81.9,61,19,2.1,few clouds
159,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,73.78,98,100,2.44,overcast clouds
160,Kotagiri,IN,11.4333,76.8833,78.8,78,20,1.81,mist
161,Nizwa,OM,22.9333,57.5333,77.99,28,91,2.53,overcast clouds
162,Pskov,RU,57.8136,28.3496,44.6,42,0,8.95,clear sky
163,Ust-Uda,RU,54.1742,103.0304,43.77,63,9,4.88,clear sky
164,Grand Gaube,MU,-20.0064,57.6608,80.01,82,40,5.01,scattered clouds
165,Thompson,CA,55.7435,-97.8558,44.6,39,40,9.22,scattered clouds
166,Ekuvukeni,ZA,-28.4675,30.1551,51.57,62,100,0.49,overcast clouds
167,Fort Nelson,CA,58.8053,-122.7002,66.2,24,40,3.44,scattered clouds
168,Tuktoyaktuk,CA,69.4541,-133.0374,19.4,86,90,3.44,overcast clouds
169,Yamada,JP,39.4667,141.95,53.01,94,100,14.81,moderate rain
170,Road Town,VG,18.4167,-64.6167,79.0,89,40,11.5,scattered clouds
171,Banda Aceh,ID,5.5577,95.3222,82.72,71,100,7.09,overcast clouds
172,Waingapu,ID,-9.6567,120.2641,83.82,72,47,11.03,scattered clouds
173,Saint George,US,37.1041,-113.5841,62.01,31,90,10.36,overcast clouds
174,Bengkulu,ID,-3.8004,102.2655,80.26,77,90,1.1,overcast clouds
175,Shimanovsk,RU,52.0,127.7,45.41,22,6,5.32,clear sky
176,Santa Rosa,PH,14.3122,121.1114,89.01,67,100,10.0,overcast clouds
177,Enumclaw,US,47.2043,-121.9915,72.0,100,0,1.99,clear sky
178,Balakhta,RU,55.38,91.6,30.25,79,100,11.25,overcast clouds
179,Fairlie,GB,55.756,-4.8556,35.01,86,76,2.3,broken clouds
180,Ligayan,PH,4.6533,119.4706,82.89,76,68,9.44,broken clouds
181,Nantucket,US,41.2835,-70.0995,39.2,93,90,16.11,overcast clouds
182,Sioux Lookout,CA,50.1001,-91.917,37.4,48,75,4.61,broken clouds
183,Kunda,IN,25.7167,81.5167,88.39,21,63,8.25,broken clouds
184,Pangnirtung,CA,66.1451,-65.7125,-9.56,88,18,7.0,few clouds
185,Jumla,NP,29.2747,82.1838,56.79,35,98,3.58,overcast clouds
186,Kendari,ID,-3.945,122.4989,86.76,57,37,3.36,scattered clouds
187,Yaan,NG,7.3833,8.5667,78.42,75,100,9.06,overcast clouds
188,Longyearbyen,SJ,78.2186,15.6401,12.2,67,20,11.5,few clouds
189,Kirakira,SB,-10.4544,161.9205,86.54,69,19,11.99,few clouds
190,Brindisi,IT,40.5833,17.6667,53.6,71,90,13.8,overcast clouds
191,Tsaratanana,MG,-16.7833,47.65,71.87,94,21,2.37,light rain
192,Abu Kamal,SY,34.4506,40.9171,70.27,25,97,5.86,overcast clouds
193,Sola,VU,-13.8833,167.55,82.67,69,8,14.67,clear sky
194,Hithadhoo,MV,-0.6,73.0833,81.57,63,61,3.74,broken clouds
195,Dingle,PH,10.9995,122.6711,87.35,60,96,11.27,light rain
196,Dickinson,US,29.4608,-95.0513,69.01,94,90,13.8,light intensity drizzle
197,Waddan,LY,29.1614,16.139,85.05,10,93,5.37,overcast clouds
198,Salalah,OM,17.0151,54.0924,77.0,73,0,5.75,clear sky
199,Muros,ES,42.7762,-9.0603,46.99,65,58,10.65,broken clouds
200,Myitkyina,MM,25.3833,97.4,79.23,35,100,1.19,overcast clouds
201,Vestmannaeyjar,IS,63.4427,-20.2734,42.1,71,100,21.16,overcast clouds
202,Yulara,AU,-25.2406,130.9889,68.0,34,0,18.41,clear sky
203,Barra Do Corda,BR,-5.5,-45.25,73.33,94,100,2.91,overcast clouds
204,Saint Anthony,US,45.0205,-93.218,53.6,37,1,8.75,clear sky
205,Doha,QA,25.2867,51.5333,71.6,43,0,4.61,clear sky
206,Camopi,GF,3.1655,-52.3158,69.57,99,100,1.28,overcast clouds
207,Esperance,AU,-33.8667,121.9,68.0,56,57,8.05,broken clouds
208,Derzhavinsk,KZ,51.1,66.3167,44.83,94,57,11.16,broken clouds
209,Caraguatatuba,BR,-23.6338,-45.4899,66.2,77,40,4.61,scattered clouds
210,Provideniya,RU,64.3833,-173.3,33.64,89,43,7.49,scattered clouds
211,Nalut,LY,30.3333,10.85,68.65,38,100,3.91,overcast clouds
212,Luderitz,NA,-26.6481,15.1594,78.21,36,89,11.99,overcast clouds
213,Morehead,US,37.2711,-87.1764,51.8,62,1,4.85,clear sky
214,Progreso,MX,21.2833,-89.6667,82.4,89,40,10.36,scattered clouds
215,Geraldton,AU,-28.7667,114.6,78.8,22,100,21.85,overcast clouds
216,Severnyy,RU,50.677,36.5532,39.2,100,40,4.47,scattered clouds
217,Palmer,US,42.1584,-72.3287,39.2,75,75,13.8,broken clouds
218,Santa Cruz Cabralia,BR,-16.2781,-39.0247,73.4,83,0,4.61,clear sky
219,Olafsvik,IS,64.8945,-23.7142,38.19,72,79,28.36,moderate rain
220,Coracora,PE,-15.0333,-73.7833,51.39,81,97,2.71,overcast clouds
221,Carutapera,BR,-1.195,-46.02,75.83,93,100,5.95,heavy intensity rain
222,Yerbogachen,RU,61.2767,108.0108,12.0,69,100,15.79,overcast clouds
223,Caravelas,BR,-17.7125,-39.2481,73.49,84,14,5.08,few clouds
224,Smithers,CA,54.7804,-127.1743,68.0,28,1,6.91,clear sky
225,Flinders,AU,-34.5833,150.8552,66.0,68,100,1.01,light rain
226,Gat,IL,31.61,34.7642,64.0,82,2,2.95,clear sky
227,Kargasok,RU,59.0556,80.8572,21.04,47,4,6.76,clear sky
228,Upernavik,GL,72.7868,-56.1549,-9.38,98,84,7.29,broken clouds
229,Kapit,MY,2.0167,112.9333,84.13,69,95,1.43,overcast clouds
230,Potosi,BO,-19.5836,-65.7531,45.12,59,0,4.18,clear sky
231,Shreveport,US,32.5251,-93.7502,57.2,100,90,5.75,mist
232,Asau,RO,46.4333,26.4,37.0,48,45,4.97,scattered clouds
233,Alice Springs,AU,-23.7,133.8833,70.0,30,0,18.41,clear sky
234,Betioky,MG,-23.7167,44.3833,60.71,58,17,6.08,few clouds
235,Vao,NC,-22.6667,167.4833,74.03,75,57,17.43,broken clouds
236,Willmar,US,45.1219,-95.0433,50.0,57,40,9.22,scattered clouds
237,Havre-Saint-Pierre,CA,50.2334,-63.5986,28.4,86,1,8.05,clear sky
238,Kuminskiy,RU,58.6667,66.5667,32.56,55,24,7.96,few clouds
239,Stokmarknes,NO,68.5646,14.9108,34.0,91,0,7.96,clear sky
240,Chicama,PE,-7.8447,-79.1469,70.34,75,100,5.93,light rain
241,Butaritari,KI,3.0707,172.7902,82.22,74,62,8.93,broken clouds
242,Nome,US,64.5011,-165.4064,30.99,86,90,5.75,mist
243,Iqaluit,CA,63.7506,-68.5145,14.0,73,75,9.22,light snow
244,Alofi,NU,-19.0595,-169.9187,84.2,65,4,9.22,clear sky
245,Lao Cai,VN,22.4833,103.95,73.92,96,100,2.82,overcast clouds
246,Chokurdakh,RU,70.6333,147.9167,9.99,87,8,10.0,clear sky
247,Byron Bay,AU,-28.65,153.6167,68.0,88,90,9.22,overcast clouds
248,Fairbanks,US,64.8378,-147.7164,46.4,49,1,5.75,clear sky
249,Ronne,DK,55.1009,14.7066,41.0,75,40,9.22,scattered clouds
250,Kenai,US,60.5544,-151.2583,51.8,49,1,12.66,clear sky
251,San Quintin,MX,30.4833,-115.95,58.5,73,0,15.08,clear sky
